operating_date,timestamp,executed,baseline,final_commitment,load_energy,pv_energy,price,charge,discharge,emergency,spill,mode,soc_before,soc_after
2025-01-28,2025-01-28T01:30:00,True,1422.4571604938274,1422.4571604938274,653.8249999999999,0.0,0.4279,768.6321604938274,0.0,0.0,0.0,1.0,9030.072559444445,9721.841503888889
2025-01-28,2025-01-28T01:40:00,True,592.0358277777777,592.0358277777777,637.4048166666666,0.0,0.4312,0.0,4.547473508864641e-13,45.36898888888845,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T01:50:00,True,597.9535111111111,597.9535111111111,660.1808666666666,0.0,0.4333,0.0,0.0,62.227355555555505,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T02:00:00,True,602.6119753086418,602.6119753086418,680.5116666666667,0.0,0.4311,0.0,0.0,77.89969135802482,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T02:10:00,True,608.847012345679,608.847012345679,625.2820166666667,0.0,0.4293,0.0,5.009326287108706e-13,16.435004320987172,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T02:20:00,True,612.441489506173,612.441489506173,622.5362,0.0,0.4324,0.0,-1.3677947663381929e-13,10.094710493827188,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T02:30:00,True,614.4436419753087,614.4436419753087,677.9783333333332,0.0,0.4367,0.0,5.258016244624741e-13,63.53469135802406,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T02:40:00,True,620.3140240740738,620.3140240740738,672.3389,0.0,0.4348,0.0,0.0,52.02487592592615,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T02:50:00,True,624.8908481481483,624.8908481481483,675.8074166666667,0.0,0.4335,0.0,0.0,50.916568518518375,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T03:00:00,True,625.644135802469,625.644135802469,697.6233333333332,0.0,0.4357,0.0,0.0,71.97919753086421,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T03:10:00,True,626.5124679012346,626.5124679012346,672.5245666666666,0.0,0.4374,0.0,7.744915819785092e-13,46.012098765431254,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T03:20:00,True,635.0349049382717,635.0349049382717,673.5268666666666,0.0,0.4371,0.0,0.0,38.49196172839493,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T03:30:00,True,641.1441358024692,641.1441358024692,704.6949999999999,0.0,0.4356,0.0,0.0,63.5508641975307,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T03:40:00,True,629.1791456790122,629.1791456790122,691.76135,0.0,0.4353,0.0,-6.323830348264892e-13,62.58220432098842,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T03:50:00,True,632.8959450617284,632.8959450617284,665.0650499999999,0.0,0.436,0.0,-2.913225216616411e-13,32.16910493827181,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T04:00:00,True,653.1474691358022,653.1474691358022,659.7116666666666,0.0,0.4378,0.0,0.0,6.564197530864362,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T04:10:00,True,655.5614024691358,655.5614024691358,683.0139333333333,0.0,0.4401,0.0,0.0,27.452530864197456,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T04:20:00,True,646.6670870370369,646.6670870370369,720.7118666666667,0.0,0.4389,0.0,0.0,74.04477962962972,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T04:30:00,True,642.8624691358025,642.8624691358025,740.9816666666667,0.0,0.4364,0.0,0.0,98.1191975308642,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T04:40:00,True,653.2220586419753,653.2220586419753,716.5331666666666,0.0,0.4393,0.0,0.0,63.31110802469129,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T04:50:00,True,661.6664716049382,661.6664716049382,686.9379666666666,0.00023333333333333333,0.4422,0.0,0.0,25.271261728395075,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T05:00:00,True,662.0872222222223,662.0872222222223,687.0933333333334,0.0,0.4395,0.0,0.0,25.006111111111068,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T05:10:00,True,663.4598740740739,663.4598740740739,721.84445,0.0,0.4333,0.0,0.0,58.38457592592613,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T05:20:00,True,669.4530561728395,669.4530561728395,761.2181833333334,0.0032333333333333333,0.4439,0.0,0.0,91.76189382716052,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T05:30:00,True,667.5934567901235,667.5934567901235,750.5066666666667,0.0,0.4301,0.0,0.0,82.91320987654319,0.0,0.0,9721.841503888889,9721.841503888889
2025-01-28,2025-01-28T05:40:00,True,1486.8941820987652,1486.8941820987652,673.6523666666667,0.0,0.3713,813.2418154320985,0.0,0.0,0.0,1.0,9721.841503888889,10453.759137777777
